Probe_ID,Healthy_Mean,Cancer_Mean,Log2FC,Gene
11745470_x_at,5.192731756756757,5.164582653061224,-0.006572729511079345,
11745471_a_at,5.432635810810811,5.384719387755103,-0.010786797571138873,
11745472_a_at,2.6092493243243244,2.767216326530612,0.061800073175833026,
11745473_a_at,2.5873533783783786,2.603079591836735,0.006310653736155469,
11745474_a_at,2.139250675675676,2.1163571428571433,-0.010559656128618755,
11745475_a_at,2.6363905405405403,2.540955102040816,-0.03836859918196356,
11745476_a_at,4.29904527027027,4.649319387755102,0.0923446141117692,
11745477_x_at,2.555491891891892,2.4637030612244897,-0.03773391129757253,
11745478_at,2.4738162162162163,2.4333887755102044,-0.016888201323319363,
11745479_a_at,4.236939189189189,4.03865,-0.05568660666547043,
11745480_s_at,4.49240608108108,4.251485714285714,-0.06471265719331143,
11745481_x_at,3.394389189189189,3.1121918367346946,-0.09575507886944878,
11745482_s_at,5.5849472972972976,5.829751020408165,0.05266109190979629,
11745483_s_at,10.995181081081082,10.674072448979594,-0.03914701025268519,
11745484_s_at,2.454089189189189,2.6020938775510207,0.06053044550663955,
11745485_a_at,2.2602621621621624,2.1807438775510204,-0.035623771522968584,
11745486_x_at,2.9898432432432434,3.0593602040816323,0.024920296520535956,
11745487_a_at,2.652238513513514,2.6670132653061223,0.005824499754317092,
11745488_s_at,2.4572182432432434,2.511433673469388,0.022448505502222105,
11745489_s_at,3.6525736486486498,3.5904908163265303,-0.019380572664612572,
11745490_s_at,2.3257060810810812,2.2047959183673473,-0.05342818305526076,
11745491_s_at,3.1459493243243246,3.1135122448979593,-0.011331744527886656,
11745492_a_at,2.3591270270270273,2.4697867346938773,0.046760639592450914,
11745493_a_at,5.33581418918919,5.933989795918365,0.13015568743556516,
11745494_x_at,5.678191891891892,5.938106122448978,0.055084359116770454,
11745495_a_at,4.64337027027027,3.7409142857142856,-0.25139170033207225,
11745496_a_at,11.559193918918918,11.28105714285714,-0.03230911935149017,
11745497_s_at,5.494958783783783,5.38100612244898,-0.025536452277728383,
11745498_a_at,6.250891216216217,6.731317346938775,0.09255592785514644,
11745499_x_at,5.66423445945946,6.105622448979592,0.09252187623037456,
11745500_a_at,4.713867567567568,2.932742857142857,-0.5389317402039573,
11745501_s_at,4.421693918918918,4.192116326530613,-0.06242096180517143,
11745502_s_at,2.7174777027027024,2.6909989795918365,-0.010312750332556408,
11745503_x_at,8.688335810810809,8.45143469387755,-0.03571552977046011,
11745504_a_at,5.547114189189189,5.943325510204081,0.08476766663968993,
11745505_x_at,2.7068499999999998,2.584241836734694,-0.04852575427337169,
